0.000000000000
(0.002000037100, 0.001000195417, 0.299990047200)
(0.102150029567, -0.148899493194, 0.299740320560)
(0.102210126405, -0.208899193383, 0.299560416432)
(0.102297850500, -0.185774155925, 0.244195942741)
(0.102408824482, -0.177766474871, 0.184732805178)
(-0.097849471172, -0.149098616921, 0.299340253201)
(-0.097789374334, -0.209098317111, 0.299160349074)
(-0.097683279892, -0.197417626554, 0.240308414423)
(-0.097553740792, -0.209411380995, 0.181519528790)
(0.101849545373, 0.151099007756, 0.300639841199)
(0.101789448534, 0.211098707946, 0.300819745327)
(0.101894983059, 0.223179421672, 0.242048619608)
(0.101961379237, 0.256603103890, 0.192220384053)
(-0.098149955366, 0.150899884028, 0.300239773841)
(-0.098210052205, 0.210899584218, 0.300419677968)
(-0.098122328110, 0.234024621676, 0.245055204278)
(-0.098034604016, 0.257149659134, 0.189690730587)
0.003000000000
(0.008000776813, 0.004004519598, 0.299900597574)
(0.108602690783, -0.145589145360, 0.298905454333)
(0.108845051502, -0.205584352876, 0.298186888837)
(0.109193976756, -0.181981203358, 0.243025583704)
(0.109636452781, -0.173496555687, 0.183630171685)
(-0.091389333564, -0.146377853025, 0.297302913337)
(-0.091146972846, -0.206373060541, 0.296584347841)
(-0.090721021919, -0.194772972397, 0.237717918351)
(-0.090200751592, -0.207616745217, 0.179111034638)
(0.107390887191, 0.154386892221, 0.302498281811)
(0.107148526473, 0.214382099737, 0.303216847306)
(0.107565478417, 0.227578906551, 0.244687620069)
(0.107830624514, 0.261249779380, 0.195026749955)
(-0.092601137156, 0.153598184556, 0.300895740814)
(-0.092843497875, 0.213593392072, 0.301614306310)
(-0.092494572621, 0.237196541590, 0.246453001177)
(-0.092145647367, 0.260799691108, 0.191291696044)
0.006000000000
(0.014002427755, 0.007014337838, 0.299721896821)
(0.115059136265, -0.142265707115, 0.297987006667)
(0.115486697033, -0.202251043820, 0.296731390413)
(0.116094103926, -0.178190605207, 0.241770255503)
(0.116866619098, -0.169305691688, 0.182436778173)
(-0.084916476917, -0.143632300734, 0.295178705708)
(-0.084488916149, -0.203617637439, 0.293923089455)
(-0.083740698778, -0.192107344964, 0.235042249295)
(-0.082826952605, -0.205776079063, 0.176627090508)
(0.112921332427, 0.157660976410, 0.304265087934)
(0.112493771659, 0.217646313115, 0.305520704188)
(0.113214323016, 0.231943890161, 0.247253559961)
(0.113678038483, 0.265831974558, 0.197742119830)
(-0.087054280756, 0.156294382791, 0.301456786976)
(-0.087481841523, 0.216279719496, 0.302712403229)
(-0.086874434630, 0.240340158109, 0.247751268319)
(-0.086267027736, 0.264400596723, 0.192790133409)
0.009000000000
(0.020004949171, 0.010029499318, 0.299454109888)
(0.121519270052, -0.138929377565, 0.296985172080)
(0.122134936337, -0.198899480326, 0.295194158438)
(0.122998412509, -0.174402365869, 0.240429701057)
(0.124100363649, -0.165193276454, 0.181150882110)
(-0.078431040282, -0.140862137604, 0.292967979488)
(-0.077815373996, -0.200832240365, 0.291176965846)
(-0.076742427116, -0.189420375182, 0.232281990525)
(-0.075432997540, -0.203885843524, 0.174066566282)
(0.118440938623, 0.160921136240, 0.305940240288)
(0.117825272337, 0.220891239001, 0.307731253930)
(0.118841574681, 0.236273481279, 0.249745447459)
(0.119504240924, 0.270351187491, 0.200366597607)
(-0.081509371710, 0.158988376201, 0.301923047696)
(-0.082125037996, 0.218958478962, 0.303714061338)
(-0.081261561824, 0.243455593419, 0.248949603957)
(-0.080398085651, 0.267952707876, 0.194185146577)
0.012000000000
(0.026008300070, 0.013049846931, 0.299097389990)
(0.127982996246, -0.135580361554, 0.295900130902)
(0.128789642824, -0.195529882122, 0.293575414791)
(0.129907084791, -0.170616477497, 0.239003685907)
(0.131338720098, -0.161158496668, 0.179771118691)
(-0.071933163214, -0.138067547423, 0.290671068526)
(-0.071126516636, -0.198017067991, 0.288346352416)
(-0.069726337756, -0.186711691385, 0.229437711633)
(-0.068019533924, -0.201942676634, 0.171428195956)
(0.123949763355, 0.164167241285, 0.307523711453)
(0.123143116777, 0.224116761853, 0.309848427563)
(0.124447314578, 0.240566828425, 0.252162256102)
(0.125309810002, 0.274808977832, 0.202900391484)
(-0.075966396105, 0.161680055416, 0.302294649078)
(-0.076773042683, 0.221629575983, 0.304619365188)
(-0.075655600717, 0.246542980608, 0.250047636303)
(-0.074538158750, 0.271456385232, 0.195475907418)
0.015000000000
(0.032012439501, 0.016075217901, 0.298651878366)
(0.134450219316, -0.132218868988, 0.294732049225)
